,timestamp,date,day number,weekends,activity number,activity count
91,1444136400,2015-10-06 19:00:00,6,1,3,0
92,1444140000,2015-10-06 20:00:00,6,1,3,0
93,1444143600,2015-10-06 21:00:00,6,1,3,0
94,1444147200,2015-10-06 22:00:00,6,1,3,0
95,1444150800,2015-10-06 23:00:00,6,1,3,0
96,1444154400,2015-10-07 00:00:00,7,1,1,0
97,1444158000,2015-10-07 01:00:00,7,1,1,0
98,1444161600,2015-10-07 02:00:00,7,1,1,0
99,1444165200,2015-10-07 03:00:00,7,1,1,0
100,1444168800,2015-10-07 04:00:00,7,1,1,0
101,1444172400,2015-10-07 05:00:00,7,1,1,0
102,1444176000,2015-10-07 06:00:00,7,1,1,0
103,1444179600,2015-10-07 07:00:00,7,1,1,0
104,1444183200,2015-10-07 08:00:00,7,1,1,0
105,1444186800,2015-10-07 09:00:00,7,1,1,1
106,1444190400,2015-10-07 10:00:00,7,1,1,0
107,1444194000,2015-10-07 11:00:00,7,1,1,0
108,1444197600,2015-10-07 12:00:00,7,1,1,0
109,1444201200,2015-10-07 13:00:00,7,1,1,0
110,1444204800,2015-10-07 14:00:00,7,1,1,0
111,1444208400,2015-10-07 15:00:00,7,1,1,0
112,1444212000,2015-10-07 16:00:00,7,1,1,0
113,1444215600,2015-10-07 17:00:00,7,1,1,0
114,1444219200,2015-10-07 18:00:00,7,1,1,0
115,1444222800,2015-10-07 19:00:00,7,1,1,0
116,1444226400,2015-10-07 20:00:00,7,1,1,0
117,1444230000,2015-10-07 21:00:00,7,1,1,0
118,1444233600,2015-10-07 22:00:00,7,1,1,0
119,1444237200,2015-10-07 23:00:00,7,1,1,0
120,1444154400,2015-10-07 00:00:00,7,1,0,16
121,1444158000,2015-10-07 01:00:00,7,1,0,0
122,1444161600,2015-10-07 02:00:00,7,1,0,23
123,1444165200,2015-10-07 03:00:00,7,1,0,29
124,1444168800,2015-10-07 04:00:00,7,1,0,9
125,1444172400,2015-10-07 05:00:00,7,1,0,0
126,1444176000,2015-10-07 06:00:00,7,1,0,0
127,1444179600,2015-10-07 07:00:00,7,1,0,0
128,1444183200,2015-10-07 08:00:00,7,1,0,5
129,1444186800,2015-10-07 09:00:00,7,1,0,2
130,1444190400,2015-10-07 10:00:00,7,1,0,0
131,1444194000,2015-10-07 11:00:00,7,1,0,0
132,1444197600,2015-10-07 12:00:00,7,1,0,0
133,1444201200,2015-10-07 13:00:00,7,1,0,0
134,1444204800,2015-10-07 14:00:00,7,1,0,0
135,1444208400,2015-10-07 15:00:00,7,1,0,0
136,1444212000,2015-10-07 16:00:00,7,1,0,0
137,1444215600,2015-10-07 17:00:00,7,1,0,0
138,1444219200,2015-10-07 18:00:00,7,1,0,0
139,1444222800,2015-10-07 19:00:00,7,1,0,0
140,1444226400,2015-10-07 20:00:00,7,1,0,0
141,1444230000,2015-10-07 21:00:00,7,1,0,1
142,1444233600,2015-10-07 22:00:00,7,1,0,1
143,1444237200,2015-10-07 23:00:00,7,1,0,0
144,1444154400,2015-10-07 00:00:00,7,1,2,44
145,1444158000,2015-10-07 01:00:00,7,1,2,60
146,1444161600,2015-10-07 02:00:00,7,1,2,37
147,1444165200,2015-10-07 03:00:00,7,1,2,31
148,1444168800,2015-10-07 04:00:00,7,1,2,25
149,1444172400,2015-10-07 05:00:00,7,1,2,60
150,1444176000,2015-10-07 06:00:00,7,1,2,60
151,1444179600,2015-10-07 07:00:00,7,1,2,60
152,1444183200,2015-10-07 08:00:00,7,1,2,55
153,1444186800,2015-10-07 09:00:00,7,1,2,2
154,1444190400,2015-10-07 10:00:00,7,1,2,0
155,1444194000,2015-10-07 11:00:00,7,1,2,0
156,1444197600,2015-10-07 12:00:00,7,1,2,0
157,1444201200,2015-10-07 13:00:00,7,1,2,0
158,1444204800,2015-10-07 14:00:00,7,1,2,0
159,1444208400,2015-10-07 15:00:00,7,1,2,0
160,1444212000,2015-10-07 16:00:00,7,1,2,0
161,1444215600,2015-10-07 17:00:00,7,1,2,0
162,1444219200,2015-10-07 18:00:00,7,1,2,0
163,1444222800,2015-10-07 19:00:00,7,1,2,0
164,1444226400,2015-10-07 20:00:00,7,1,2,0
165,1444230000,2015-10-07 21:00:00,7,1,2,0
166,1444233600,2015-10-07 22:00:00,7,1,2,0
167,1444237200,2015-10-07 23:00:00,7,1,2,0
168,1444154400,2015-10-07 00:00:00,7,1,3,0
169,1444158000,2015-10-07 01:00:00,7,1,3,0
170,1444161600,2015-10-07 02:00:00,7,1,3,0
171,1444165200,2015-10-07 03:00:00,7,1,3,0
172,1444168800,2015-10-07 04:00:00,7,1,3,0
173,1444172400,2015-10-07 05:00:00,7,1,3,0
174,1444176000,2015-10-07 06:00:00,7,1,3,0
175,1444179600,2015-10-07 07:00:00,7,1,3,0
176,1444183200,2015-10-07 08:00:00,7,1,3,0
177,1444186800,2015-10-07 09:00:00,7,1,3,0
178,1444190400,2015-10-07 10:00:00,7,1,3,0
179,1444194000,2015-10-07 11:00:00,7,1,3,0
180,1444197600,2015-10-07 12:00:00,7,1,3,0
181,1444201200,2015-10-07 13:00:00,7,1,3,0
182,1444204800,2015-10-07 14:00:00,7,1,3,0
183,1444208400,2015-10-07 15:00:00,7,1,3,0
184,1444212000,2015-10-07 16:00:00,7,1,3,0
185,1444215600,2015-10-07 17:00:00,7,1,3,0
186,1444219200,2015-10-07 18:00:00,7,1,3,0
187,1444222800,2015-10-07 19:00:00,7,1,3,0
188,1444226400,2015-10-07 20:00:00,7,1,3,0
189,1444230000,2015-10-07 21:00:00,7,1,3,0
190,1444233600,2015-10-07 22:00:00,7,1,3,0
191,1444237200,2015-10-07 23:00:00,7,1,3,0
192,1444240800,2015-10-08 00:00:00,8,1,1,0
193,1444244400,2015-10-08 01:00:00,8,1,1,0
194,1444248000,2015-10-08 02:00:00,8,1,1,0
195,1444251600,2015-10-08 03:00:00,8,1,1,0
196,1444255200,2015-10-08 04:00:00,8,1,1,0
197,1444258800,2015-10-08 05:00:00,8,1,1,0
198,1444262400,2015-10-08 06:00:00,8,1,1,0
199,1444266000,2015-10-08 07:00:00,8,1,1,0
200,1444269600,2015-10-08 08:00:00,8,1,1,0
201,1444273200,2015-10-08 09:00:00,8,1,1,0
202,1444276800,2015-10-08 10:00:00,8,1,1,0
203,1444280400,2015-10-08 11:00:00,8,1,1,0
204,1444284000,2015-10-08 12:00:00,8,1,1,0
205,1444287600,2015-10-08 13:00:00,8,1,1,0
206,1444291200,2015-10-08 14:00:00,8,1,1,0
207,1444294800,2015-10-08 15:00:00,8,1,1,0
208,1444298400,2015-10-08 16:00:00,8,1,1,0
209,1444302000,2015-10-08 17:00:00,8,1,1,0
210,1444305600,2015-10-08 18:00:00,8,1,1,0
211,1444309200,2015-10-08 19:00:00,8,1,1,0
212,1444312800,2015-10-08 20:00:00,8,1,1,0
213,1444316400,2015-10-08 21:00:00,8,1,1,0
214,1444320000,2015-10-08 22:00:00,8,1,1,0
215,1444323600,2015-10-08 23:00:00,8,1,1,0
216,1444240800,2015-10-08 00:00:00,8,1,0,0
217,1444244400,2015-10-08 01:00:00,8,1,0,0
218,1444248000,2015-10-08 02:00:00,8,1,0,0
219,1444251600,2015-10-08 03:00:00,8,1,0,2
220,1444255200,2015-10-08 04:00:00,8,1,0,0
221,1444258800,2015-10-08 05:00:00,8,1,0,0
222,1444262400,2015-10-08 06:00:00,8,1,0,0
223,1444266000,2015-10-08 07:00:00,8,1,0,0
224,1444269600,2015-10-08 08:00:00,8,1,0,0
225,1444273200,2015-10-08 09:00:00,8,1,0,0
226,1444276800,2015-10-08 10:00:00,8,1,0,0
227,1444280400,2015-10-08 11:00:00,8,1,0,0
228,1444284000,2015-10-08 12:00:00,8,1,0,0
229,1444287600,2015-10-08 13:00:00,8,1,0,0
230,1444291200,2015-10-08 14:00:00,8,1,0,0
231,1444294800,2015-10-08 15:00:00,8,1,0,0
232,1444298400,2015-10-08 16:00:00,8,1,0,0
233,1444302000,2015-10-08 17:00:00,8,1,0,0
234,1444305600,2015-10-08 18:00:00,8,1,0,0
235,1444309200,2015-10-08 19:00:00,8,1,0,0
236,1444312800,2015-10-08 20:00:00,8,1,0,1
237,1444316400,2015-10-08 21:00:00,8,1,0,0
238,1444320000,2015-10-08 22:00:00,8,1,0,0
239,1444323600,2015-10-08 23:00:00,8,1,0,0
240,1444240800,2015-10-08 00:00:00,8,1,2,0
241,1444244400,2015-10-08 01:00:00,8,1,2,0
242,1444248000,2015-10-08 02:00:00,8,1,2,1
243,1444251600,2015-10-08 03:00:00,8,1,2,0
244,1444255200,2015-10-08 04:00:00,8,1,2,0
245,1444258800,2015-10-08 05:00:00,8,1,2,0
246,1444262400,2015-10-08 06:00:00,8,1,2,0
247,1444266000,2015-10-08 07:00:00,8,1,2,0
248,1444269600,2015-10-08 08:00:00,8,1,2,0
249,1444273200,2015-10-08 09:00:00,8,1,2,0
250,1444276800,2015-10-08 10:00:00,8,1,2,0
251,1444280400,2015-10-08 11:00:00,8,1,2,1
252,1444284000,2015-10-08 12:00:00,8,1,2,0
253,1444287600,2015-10-08 13:00:00,8,1,2,0
254,1444291200,2015-10-08 14:00:00,8,1,2,0
255,1444294800,2015-10-08 15:00:00,8,1,2,0
256,1444298400,2015-10-08 16:00:00,8,1,2,0
257,1444302000,2015-10-08 17:00:00,8,1,2,0
258,1444305600,2015-10-08 18:00:00,8,1,2,0
259,1444309200,2015-10-08 19:00:00,8,1,2,0
260,1444312800,2015-10-08 20:00:00,8,1,2,2
261,1444316400,2015-10-08 21:00:00,8,1,2,0
262,1444320000,2015-10-08 22:00:00,8,1,2,0
263,1444323600,2015-10-08 23:00:00,8,1,2,0
264,1444240800,2015-10-08 00:00:00,8,1,3,0
265,1444244400,2015-10-08 01:00:00,8,1,3,0
266,1444248000,2015-10-08 02:00:00,8,1,3,0
267,1444251600,2015-10-08 03:00:00,8,1,3,0
268,1444255200,2015-10-08 04:00:00,8,1,3,0
269,1444258800,2015-10-08 05:00:00,8,1,3,0
270,1444262400,2015-10-08 06:00:00,8,1,3,0
271,1444266000,2015-10-08 07:00:00,8,1,3,0
272,1444269600,2015-10-08 08:00:00,8,1,3,0
273,1444273200,2015-10-08 09:00:00,8,1,3,0
274,1444276800,2015-10-08 10:00:00,8,1,3,0
275,1444280400,2015-10-08 11:00:00,8,1,3,0
276,1444284000,2015-10-08 12:00:00,8,1,3,0
277,1444287600,2015-10-08 13:00:00,8,1,3,0
278,1444291200,2015-10-08 14:00:00,8,1,3,0
279,1444294800,2015-10-08 15:00:00,8,1,3,0
280,1444298400,2015-10-08 16:00:00,8,1,3,0
281,1444302000,2015-10-08 17:00:00,8,1,3,0
282,1444305600,2015-10-08 18:00:00,8,1,3,0
283,1444309200,2015-10-08 19:00:00,8,1,3,0
284,1444312800,2015-10-08 20:00:00,8,1,3,0
285,1444316400,2015-10-08 21:00:00,8,1,3,0
286,1444320000,2015-10-08 22:00:00,8,1,3,0
287,1444323600,2015-10-08 23:00:00,8,1,3,0
288,1444327200,2015-10-09 00:00:00,9,1,1,0
289,1444330800,2015-10-09 01:00:00,9,1,1,0
290,1444334400,2015-10-09 02:00:00,9,1,1,0
291,1444338000,2015-10-09 03:00:00,9,1,1,0
292,1444341600,2015-10-09 04:00:00,9,1,1,0
293,1444345200,2015-10-09 05:00:00,9,1,1,0
294,1444348800,2015-10-09 06:00:00,9,1,1,0
295,1444352400,2015-10-09 07:00:00,9,1,1,0
296,1444356000,2015-10-09 08:00:00,9,1,1,0
297,1444359600,2015-10-09 09:00:00,9,1,1,0
298,1444363200,2015-10-09 10:00:00,9,1,1,0
299,1444366800,2015-10-09 11:00:00,9,1,1,0
300,1444370400,2015-10-09 12:00:00,9,1,1,0
301,1444374000,2015-10-09 13:00:00,9,1,1,0
302,1444377600,2015-10-09 14:00:00,9,1,1,0
303,1444381200,2015-10-09 15:00:00,9,1,1,0
304,1444384800,2015-10-09 16:00:00,9,1,1,0
305,1444388400,2015-10-09 17:00:00,9,1,1,0
306,1444392000,2015-10-09 18:00:00,9,1,1,0
307,1444395600,2015-10-09 19:00:00,9,1,1,0
308,1444399200,2015-10-09 20:00:00,9,1,1,0
309,1444402800,2015-10-09 21:00:00,9,1,1,0
310,1444406400,2015-10-09 22:00:00,9,1,1,0
311,1444410000,2015-10-09 23:00:00,9,1,1,0
312,1444327200,2015-10-09 00:00:00,9,1,0,0
313,1444330800,2015-10-09 01:00:00,9,1,0,0
314,1444334400,2015-10-09 02:00:00,9,1,0,0
315,1444338000,2015-10-09 03:00:00,9,1,0,0
316,1444341600,2015-10-09 04:00:00,9,1,0,0
317,1444345200,2015-10-09 05:00:00,9,1,0,0
318,1444348800,2015-10-09 06:00:00,9,1,0,0
319,1444352400,2015-10-09 07:00:00,9,1,0,0
320,1444356000,2015-10-09 08:00:00,9,1,0,0
321,1444359600,2015-10-09 09:00:00,9,1,0,0
322,1444363200,2015-10-09 10:00:00,9,1,0,0
323,1444366800,2015-10-09 11:00:00,9,1,0,0
324,1444370400,2015-10-09 12:00:00,9,1,0,0
325,1444374000,2015-10-09 13:00:00,9,1,0,0
326,1444377600,2015-10-09 14:00:00,9,1,0,0
327,1444381200,2015-10-09 15:00:00,9,1,0,0
328,1444384800,2015-10-09 16:00:00,9,1,0,0
329,1444388400,2015-10-09 17:00:00,9,1,0,0
330,1444392000,2015-10-09 18:00:00,9,1,0,0
331,1444395600,2015-10-09 19:00:00,9,1,0,0
332,1444399200,2015-10-09 20:00:00,9,1,0,0
333,1444402800,2015-10-09 21:00:00,9,1,0,15
334,1444406400,2015-10-09 22:00:00,9,1,0,0
335,1444410000,2015-10-09 23:00:00,9,1,0,0
336,1444327200,2015-10-09 00:00:00,9,1,2,1
337,1444330800,2015-10-09 01:00:00,9,1,2,0
338,1444334400,2015-10-09 02:00:00,9,1,2,0
339,1444338000,2015-10-09 03:00:00,9,1,2,1
340,1444341600,2015-10-09 04:00:00,9,1,2,1
341,1444345200,2015-10-09 05:00:00,9,1,2,3
342,1444348800,2015-10-09 06:00:00,9,1,2,0
343,1444352400,2015-10-09 07:00:00,9,1,2,0
344,1444356000,2015-10-09 08:00:00,9,1,2,1
345,1444359600,2015-10-09 09:00:00,9,1,2,0
346,1444363200,2015-10-09 10:00:00,9,1,2,55
347,1444366800,2015-10-09 11:00:00,9,1,2,60
348,1444370400,2015-10-09 12:00:00,9,1,2,60
349,1444374000,2015-10-09 13:00:00,9,1,2,60
350,1444377600,2015-10-09 14:00:00,9,1,2,60
351,1444381200,2015-10-09 15:00:00,9,1,2,60
352,1444384800,2015-10-09 16:00:00,9,1,2,60
353,1444388400,2015-10-09 17:00:00,9,1,2,60
354,1444392000,2015-10-09 18:00:00,9,1,2,60
355,1444395600,2015-10-09 19:00:00,9,1,2,60
356,1444399200,2015-10-09 20:00:00,9,1,2,33
357,1444402800,2015-10-09 21:00:00,9,1,2,27
358,1444406400,2015-10-09 22:00:00,9,1,2,1
359,1444410000,2015-10-09 23:00:00,9,1,2,0
360,1444327200,2015-10-09 00:00:00,9,1,3,0
361,1444330800,2015-10-09 01:00:00,9,1,3,0
362,1444334400,2015-10-09 02:00:00,9,1,3,0
363,1444338000,2015-10-09 03:00:00,9,1,3,0
364,1444341600,2015-10-09 04:00:00,9,1,3,0
365,1444345200,2015-10-09 05:00:00,9,1,3,0
366,1444348800,2015-10-09 06:00:00,9,1,3,0
367,1444352400,2015-10-09 07:00:00,9,1,3,0
368,1444356000,2015-10-09 08:00:00,9,1,3,0
369,1444359600,2015-10-09 09:00:00,9,1,3,0
370,1444363200,2015-10-09 10:00:00,9,1,3,0
371,1444366800,2015-10-09 11:00:00,9,1,3,0
372,1444370400,2015-10-09 12:00:00,9,1,3,0
373,1444374000,2015-10-09 13:00:00,9,1,3,0
374,1444377600,2015-10-09 14:00:00,9,1,3,0
375,1444381200,2015-10-09 15:00:00,9,1,3,0
376,1444384800,2015-10-09 16:00:00,9,1,3,0
377,1444388400,2015-10-09 17:00:00,9,1,3,0
378,1444392000,2015-10-09 18:00:00,9,1,3,0
379,1444395600,2015-10-09 19:00:00,9,1,3,0
380,1444399200,2015-10-09 20:00:00,9,1,3,0
381,1444402800,2015-10-09 21:00:00,9,1,3,0
382,1444406400,2015-10-09 22:00:00,9,1,3,0
383,1444410000,2015-10-09 23:00:00,9,1,3,0
384,1444413600,2015-10-10 00:00:00,10,1,1,0
385,1444417200,2015-10-10 01:00:00,10,1,1,0
386,1444420800,2015-10-10 02:00:00,10,1,1,0
387,1444424400,2015-10-10 03:00:00,10,1,1,0
388,1444428000,2015-10-10 04:00:00,10,1,1,0
389,1444431600,2015-10-10 05:00:00,10,1,1,0
390,1444435200,2015-10-10 06:00:00,10,1,1,0
391,1444438800,2015-10-10 07:00:00,10,1,1,0
392,1444442400,2015-10-10 08:00:00,10,1,1,0
393,1444446000,2015-10-10 09:00:00,10,1,1,0
394,1444449600,2015-10-10 10:00:00,10,1,1,0
395,1444453200,2015-10-10 11:00:00,10,1,1,0
396,1444456800,2015-10-10 12:00:00,10,1,1,0
397,1444460400,2015-10-10 13:00:00,10,1,1,0
398,1444464000,2015-10-10 14:00:00,10,1,1,0
399,1444467600,2015-10-10 15:00:00,10,1,1,0
400,1444471200,2015-10-10 16:00:00,10,1,1,0
401,1444474800,2015-10-10 17:00:00,10,1,1,0
402,1444478400,2015-10-10 18:00:00,10,1,1,0
403,1444482000,2015-10-10 19:00:00,10,1,1,0
404,1444485600,2015-10-10 20:00:00,10,1,1,0
405,1444489200,2015-10-10 21:00:00,10,1,1,0
406,1444492800,2015-10-10 22:00:00,10,1,1,0
407,1444496400,2015-10-10 23:00:00,10,1,1,0
408,1444413600,2015-10-10 00:00:00,10,1,0,0
409,1444417200,2015-10-10 01:00:00,10,1,0,0
410,1444420800,2015-10-10 02:00:00,10,1,0,0
411,1444424400,2015-10-10 03:00:00,10,1,0,0
412,1444428000,2015-10-10 04:00:00,10,1,0,0
413,1444431600,2015-10-10 05:00:00,10,1,0,0
414,1444435200,2015-10-10 06:00:00,10,1,0,0
415,1444438800,2015-10-10 07:00:00,10,1,0,0
416,1444442400,2015-10-10 08:00:00,10,1,0,0
417,1444446000,2015-10-10 09:00:00,10,1,0,0
418,1444449600,2015-10-10 10:00:00,10,1,0,0
419,1444453200,2015-10-10 11:00:00,10,1,0,0
420,1444456800,2015-10-10 12:00:00,10,1,0,0
421,1444460400,2015-10-10 13:00:00,10,1,0,0
422,1444464000,2015-10-10 14:00:00,10,1,0,0
423,1444467600,2015-10-10 15:00:00,10,1,0,0
424,1444471200,2015-10-10 16:00:00,10,1,0,0
425,1444474800,2015-10-10 17:00:00,10,1,0,0
426,1444478400,2015-10-10 18:00:00,10,1,0,0
427,1444482000,2015-10-10 19:00:00,10,1,0,0
428,1444485600,2015-10-10 20:00:00,10,1,0,0
429,1444489200,2015-10-10 21:00:00,10,1,0,0
430,1444492800,2015-10-10 22:00:00,10,1,0,0
431,1444496400,2015-10-10 23:00:00,10,1,0,0
432,1444413600,2015-10-10 00:00:00,10,1,2,0
433,1444417200,2015-10-10 01:00:00,10,1,2,0
434,1444420800,2015-10-10 02:00:00,10,1,2,0
435,1444424400,2015-10-10 03:00:00,10,1,2,0
436,1444428000,2015-10-10 04:00:00,10,1,2,0
437,1444431600,2015-10-10 05:00:00,10,1,2,0
438,1444435200,2015-10-10 06:00:00,10,1,2,0
439,1444438800,2015-10-10 07:00:00,10,1,2,0
440,1444442400,2015-10-10 08:00:00,10,1,2,0
441,1444446000,2015-10-10 09:00:00,10,1,2,1
442,1444449600,2015-10-10 10:00:00,10,1,2,0
443,1444453200,2015-10-10 11:00:00,10,1,2,0
444,1444456800,2015-10-10 12:00:00,10,1,2,0
445,1444460400,2015-10-10 13:00:00,10,1,2,0
446,1444464000,2015-10-10 14:00:00,10,1,2,0
447,1444467600,2015-10-10 15:00:00,10,1,2,0
448,1444471200,2015-10-10 16:00:00,10,1,2,0
449,1444474800,2015-10-10 17:00:00,10,1,2,0
450,1444478400,2015-10-10 18:00:00,10,1,2,0
451,1444482000,2015-10-10 19:00:00,10,1,2,0
452,1444485600,2015-10-10 20:00:00,10,1,2,0
453,1444489200,2015-10-10 21:00:00,10,1,2,0
454,1444492800,2015-10-10 22:00:00,10,1,2,0
455,1444496400,2015-10-10 23:00:00,10,1,2,0
456,1444413600,2015-10-10 00:00:00,10,1,3,0
457,1444417200,2015-10-10 01:00:00,10,1,3,0
458,1444420800,2015-10-10 02:00:00,10,1,3,0
459,1444424400,2015-10-10 03:00:00,10,1,3,0
460,1444428000,2015-10-10 04:00:00,10,1,3,0
461,1444431600,2015-10-10 05:00:00,10,1,3,0
462,1444435200,2015-10-10 06:00:00,10,1,3,0
463,1444438800,2015-10-10 07:00:00,10,1,3,0
464,1444442400,2015-10-10 08:00:00,10,1,3,0
465,1444446000,2015-10-10 09:00:00,10,1,3,0
466,1444449600,2015-10-10 10:00:00,10,1,3,0
467,1444453200,2015-10-10 11:00:00,10,1,3,0
468,1444456800,2015-10-10 12:00:00,10,1,3,0
469,1444460400,2015-10-10 13:00:00,10,1,3,0
470,1444464000,2015-10-10 14:00:00,10,1,3,0
471,1444467600,2015-10-10 15:00:00,10,1,3,0
472,1444471200,2015-10-10 16:00:00,10,1,3,0
473,1444474800,2015-10-10 17:00:00,10,1,3,0
474,1444478400,2015-10-10 18:00:00,10,1,3,0
475,1444482000,2015-10-10 19:00:00,10,1,3,0
476,1444485600,2015-10-10 20:00:00,10,1,3,0
477,1444489200,2015-10-10 21:00:00,10,1,3,0
478,1444492800,2015-10-10 22:00:00,10,1,3,0
479,1444496400,2015-10-10 23:00:00,10,1,3,0
480,1444672800,2015-10-13 00:00:00,13,1,1,0
481,1444676400,2015-10-13 01:00:00,13,1,1,0
482,1444680000,2015-10-13 02:00:00,13,1,1,0
483,1444683600,2015-10-13 03:00:00,13,1,1,0
484,1444687200,2015-10-13 04:00:00,13,1,1,0
485,1444690800,2015-10-13 05:00:00,13,1,1,0
486,1444694400,2015-10-13 06:00:00,13,1,1,0
487,1444698000,2015-10-13 07:00:00,13,1,1,0
488,1444701600,2015-10-13 08:00:00,13,1,1,0
489,1444705200,2015-10-13 09:00:00,13,1,1,0
490,1444708800,2015-10-13 10:00:00,13,1,1,0
491,1444712400,2015-10-13 11:00:00,13,1,1,0
492,1444716000,2015-10-13 12:00:00,13,1,1,0
493,1444719600,2015-10-13 13:00:00,13,1,1,0
494,1444723200,2015-10-13 14:00:00,13,1,1,0
495,1444726800,2015-10-13 15:00:00,13,1,1,0
496,1444730400,2015-10-13 16:00:00,13,1,1,0
497,1444734000,2015-10-13 17:00:00,13,1,1,0
